SalesID,DateKey,PharmacyID,ProductID,UnitsSold,RevenueEUR,CostEUR,MarginEUR,PromoFlag,Profit_Margin_Pct,ASP,Margin_Tier
S0012402,20240531,PH0026,PR0115,8,109.15,79.61,29.54,No,27.06,13.64,Medium Margin
S0012403,20240531,PH0027,PR0077,2,18.78,14.13,4.65,No,24.76,9.39,Medium Margin
S0012404,20240531,PH0036,PR0038,17,88.84,60.48,28.36,No,31.92,5.23,High Margin
S0012405,20240531,PH0036,PR0153,1,11.0,7.87,3.13,Yes,28.45,11.0,Medium Margin
S0012406,20240531,PH0037,PR0155,5,87.2,65.14,22.06,No,25.3,17.44,Medium Margin
S0012407,20240531,PH0037,PR0042,10,68.35,47.62,20.73,No,30.33,6.83,High Margin
S0012408,20240531,PH0043,PR0055,5,418.74,336.97,81.77,No,19.53,83.75,Medium Margin
S0012409,20240531,PH0044,PR0032,4,117.46,86.94,30.52,No,25.98,29.36,Medium Margin
S0012410,20240531,PH0044,PR0018,2,83.14,63.73,19.41,No,23.35,41.57,Medium Margin
S0012411,20240531,PH0044,PR0163,4,412.99,331.01,81.98,Yes,19.85,103.25,Medium Margin
S0012412,20240531,PH0045,PR0071,3,59.38,40.38,19.0,No,32.0,19.79,High Margin
S0012413,20240531,PH0047,PR0159,12,117.16,96.5,20.66,Yes,17.63,9.76,Medium Margin
S0012414,20240531,PH0048,PR0178,8,130.48,88.15,42.33,No,32.44,16.31,High Margin
S0012415,20240531,PH0051,PR0003,7,73.27,53.65,19.62,No,26.78,10.47,Medium Margin
S0012416,20240531,PH0051,PR0022,1,18.59,13.16,5.43,No,29.21,18.59,Medium Margin
S0012417,20240531,PH0051,PR0138,3,75.21,54.96,20.25,No,26.92,25.07,Medium Margin
S0012418,20240531,PH0052,PR0101,1,114.33,78.61,35.72,No,31.24,114.33,High Margin
S0012419,20240531,PH0053,PR0008,1,66.44,49.94,16.5,No,24.83,66.44,Medium Margin
S0012420,20240531,PH0053,PR0137,18,346.25,227.46,118.79,No,34.31,19.24,High Margin
S0012421,20240531,PH0053,PR0218,16,287.95,209.58,78.37,No,27.22,18.0,Medium Margin
S0012422,20240531,PH0054,PR0100,2,147.43,108.99,38.44,No,26.07,73.72,Medium Margin
S0012423,20240531,PH0054,PR0176,14,194.24,133.84,60.4,No,31.1,13.87,High Margin
S0012424,20240531,PH0055,PR0050,2,17.2,13.11,4.09,No,23.78,8.6,Medium Margin
S0012425,20240531,PH0055,PR0187,5,87.94,55.97,31.97,No,36.35,17.59,High Margin
S0012426,20240531,PH0055,PR0170,11,283.9,184.93,98.97,No,34.86,25.81,High Margin
S0012427,20240531,PH0057,PR0172,4,83.08,70.76,12.32,Yes,14.83,20.77,Low Margin
S0012428,20240531,PH0058,PR0098,5,159.89,103.29,56.6,No,35.4,31.98,High Margin
S0012429,20240531,PH0059,PR0202,10,140.0,91.24,48.76,No,34.83,14.0,High Margin
S0012430,20240531,PH0060,PR0084,5,95.08,64.51,30.57,No,32.15,19.02,High Margin
S0012431,20240531,PH0060,PR0091,9,184.65,116.23,68.42,No,37.05,20.52,High Margin
S0012432,20240531,PH0061,PR0121,3,157.35,122.75,34.6,No,21.99,52.45,Medium Margin
S0012433,20240531,PH0061,PR0059,22,185.83,138.75,47.08,Yes,25.33,8.45,Medium Margin
S0012434,20240531,PH0062,PR0068,22,207.94,174.15,33.79,Yes,16.25,9.45,Medium Margin
S0012435,20240531,PH0063,PR0102,8,173.39,121.01,52.38,No,30.21,21.67,High Margin
S0012436,20240531,PH0063,PR0099,10,256.15,177.77,78.38,No,30.6,25.62,High Margin
S0012437,20240531,PH0064,PR0091,7,106.69,68.28,38.41,No,36.0,15.24,High Margin
S0012438,20240531,PH0066,PR0040,6,160.8,109.82,50.98,No,31.7,26.8,High Margin
S0012439,20240531,PH0071,PR0092,10,627.57,484.21,143.36,No,22.84,62.76,Medium Margin
S0012440,20240531,PH0071,PR0103,11,101.99,76.58,25.41,No,24.91,9.27,Medium Margin
S0012441,20240531,PH0071,PR0122,2,192.38,137.63,54.75,No,28.46,96.19,Medium Margin
S0012442,20240531,PH0073,PR0210,13,412.1,262.81,149.29,No,36.23,31.7,High Margin
S0012443,20240531,PH0073,PR0213,12,349.8,239.9,109.9,No,31.42,29.15,High Margin
S0012444,20240531,PH0073,PR0120,11,26.59,18.53,8.06,Yes,30.31,2.42,High Margin
S0012445,20240531,PH0074,PR0075,6,89.48,64.62,24.86,No,27.78,14.91,Medium Margin
S0012446,20240531,PH0074,PR0106,8,525.49,419.44,106.05,No,20.18,65.69,Medium Margin
S0012447,20240531,PH0075,PR0172,2,48.3,37.5,10.8,No,22.36,24.15,Medium Margin
S0012448,20240531,PH0077,PR0138,5,160.7,119.18,41.52,No,25.84,32.14,Medium Margin
S0012449,20240531,PH0082,PR0213,2,60.05,40.73,19.32,No,32.17,30.02,High Margin
S0012450,20240531,PH0083,PR0056,6,105.93,71.04,34.89,No,32.94,17.66,High Margin
S0012451,20240531,PH0088,PR0147,9,142.5,90.79,51.71,No,36.29,15.83,High Margin
S0012452,20240531,PH0088,PR0134,3,37.67,27.1,10.57,No,28.06,12.56,Medium Margin
S0012453,20240531,PH0090,PR0171,2,176.95,137.13,39.82,No,22.5,88.48,Medium Margin
S0012454,20240531,PH0090,PR0183,4,47.17,33.66,13.51,No,28.64,11.79,Medium Margin
S0012455,20240531,PH0091,PR0135,12,262.65,183.5,79.15,No,30.14,21.89,High Margin
S0012456,20240531,PH0091,PR0038,13,76.06,52.62,23.44,No,30.82,5.85,High Margin
S0012457,20240531,PH0093,PR0144,10,202.95,136.06,66.89,No,32.96,20.29,High Margin
S0012458,20240531,PH0095,PR0131,3,73.61,57.49,16.12,Yes,21.9,24.54,Medium Margin
S0012459,20240531,PH0095,PR0195,7,102.24,71.3,30.94,No,30.26,14.61,High Margin
S0012460,20240531,PH0095,PR0049,5,279.35,221.79,57.56,No,20.6,55.87,Medium Margin
S0012461,20240531,PH0096,PR0214,4,71.28,44.86,26.42,No,37.07,17.82,High Margin
S0012462,20240531,PH0097,PR0214,2,37.42,23.69,13.73,No,36.69,18.71,High Margin
S0012463,20240531,PH0097,PR0091,6,111.45,76.01,35.44,Yes,31.8,18.58,High Margin
S0012464,20240531,PH0098,PR0088,1,91.82,68.2,23.62,No,25.72,91.82,Medium Margin
S0012465,20240531,PH0101,PR0191,2,105.15,89.78,15.37,Yes,14.62,52.58,Low Margin
S0012466,20240531,PH0106,PR0068,11,140.79,103.97,36.82,No,26.15,12.8,Medium Margin
S0012467,20240531,PH0108,PR0057,11,360.3,337.06,23.24,Yes,6.45,32.75,Low Margin
S0012468,20240531,PH0110,PR0202,9,136.08,91.47,44.61,No,32.78,15.12,High Margin
S0012469,20240531,PH0112,PR0023,6,100.93,65.82,35.11,No,34.79,16.82,High Margin
S0012470,20240531,PH0113,PR0191,12,662.88,530.96,131.92,Yes,19.9,55.24,Medium Margin
S0012471,20240531,PH0114,PR0172,5,116.93,89.81,27.12,No,23.19,23.39,Medium Margin
S0012472,20240531,PH0117,PR0174,8,55.41,40.6,14.81,No,26.73,6.93,Medium Margin
S0012473,20240531,PH0117,PR0156,1,12.97,8.49,4.48,No,34.54,12.97,High Margin
S0012474,20240531,PH0117,PR0146,4,6.65,4.49,2.16,No,32.48,1.66,High Margin
S0012475,20240531,PH0119,PR0013,9,163.98,108.42,55.56,No,33.88,18.22,High Margin
S0012476,20240531,PH0119,PR0029,3,32.24,21.49,10.75,No,33.34,10.75,High Margin
S0012477,20240531,PH0119,PR0119,4,125.84,101.38,24.46,No,19.44,31.46,Medium Margin
S0012478,20240531,PH0120,PR0075,9,122.61,87.91,34.7,No,28.3,13.62,Medium Margin
S0012479,20240601,PH0002,PR0195,17,219.45,171.29,48.16,Yes,21.95,12.91,Medium Margin
S0012480,20240601,PH0005,PR0194,1,31.32,24.89,6.43,No,20.53,31.32,Medium Margin
S0012481,20240601,PH0005,PR0166,3,24.39,20.93,3.46,Yes,14.19,8.13,Low Margin
S0012482,20240601,PH0010,PR0154,6,488.26,403.64,84.62,Yes,17.33,81.38,Medium Margin
S0012483,20240601,PH0014,PR0061,8,20.13,16.37,3.76,Yes,18.68,2.52,Medium Margin
S0012484,20240601,PH0015,PR0209,2,80.84,66.17,14.67,No,18.15,40.42,Medium Margin
S0012485,20240601,PH0018,PR0180,6,346.6,257.34,89.26,No,25.75,57.77,Medium Margin
S0012486,20240601,PH0018,PR0144,12,243.54,164.4,79.14,No,32.5,20.29,High Margin
S0012487,20240601,PH0023,PR0092,2,142.69,106.59,36.1,No,25.3,71.34,Medium Margin
S0012488,20240601,PH0024,PR0174,18,159.84,113.71,46.13,No,28.86,8.88,Medium Margin
S0012489,20240601,PH0025,PR0056,5,66.85,44.7,22.15,No,33.13,13.37,High Margin
S0012490,20240601,PH0026,PR0024,4,61.48,46.39,15.09,Yes,24.54,15.37,Medium Margin
S0012491,20240601,PH0026,PR0029,10,91.54,62.2,29.34,No,32.05,9.15,High Margin
S0012492,20240601,PH0027,PR0033,3,47.89,32.62,15.27,No,31.89,15.96,High Margin
S0012493,20240601,PH0038,PR0028,3,52.48,33.39,19.09,No,36.38,17.49,High Margin
S0012494,20240601,PH0039,PR0140,6,142.26,89.83,52.43,No,36.86,23.71,High Margin
S0012495,20240601,PH0041,PR0204,19,168.59,116.1,52.49,No,31.13,8.87,High Margin
S0012496,20240601,PH0042,PR0090,7,106.14,67.2,38.94,No,36.69,15.16,High Margin
S0012497,20240601,PH0042,PR0021,7,90.06,69.54,20.52,Yes,22.78,12.87,Medium Margin
S0012498,20240601,PH0044,PR0001,3,31.33,24.07,7.26,No,23.17,10.44,Medium Margin
S0012499,20240601,PH0044,PR0183,15,176.9,126.41,50.49,No,28.54,11.79,Medium Margin
S0012500,20240601,PH0045,PR0189,5,82.72,63.25,19.47,Yes,23.54,16.54,Medium Margin
S0012501,20240601,PH0048,PR0194,1,40.15,30.48,9.67,No,24.08,40.15,Medium Margin
S0012502,20240601,PH0048,PR0151,13,160.81,108.36,52.45,No,32.62,12.37,High Margin
S0012503,20240601,PH0048,PR0093,4,57.4,40.04,17.36,No,30.24,14.35,High Margin
S0012504,20240601,PH0049,PR0125,11,212.29,150.37,61.92,Yes,29.17,19.3,Medium Margin
S0012505,20240601,PH0049,PR0027,2,155.94,108.52,47.42,No,30.41,77.97,High Margin
S0012506,20240601,PH0051,PR0172,4,79.31,59.51,19.8,No,24.97,19.83,Medium Margin
S0012507,20240601,PH0053,PR0058,9,115.67,84.42,31.25,No,27.02,12.85,Medium Margin
S0012508,20240601,PH0053,PR0007,16,286.27,193.02,93.25,No,32.57,17.89,High Margin
S0012509,20240601,PH0053,PR0124,5,268.33,204.88,63.45,No,23.65,53.67,Medium Margin
S0012510,20240601,PH0056,PR0192,4,127.22,88.01,39.21,No,30.82,31.8,High Margin
S0012511,20240601,PH0056,PR0013,7,112.19,76.65,35.54,No,31.68,16.03,High Margin
S0012512,20240601,PH0058,PR0037,13,58.97,39.28,19.69,No,33.39,4.54,High Margin
S0012513,20240601,PH0059,PR0133,9,190.98,118.12,72.86,No,38.15,21.22,High Margin
S0012514,20240601,PH0061,PR0103,12,111.26,80.48,30.78,No,27.66,9.27,Medium Margin
S0012515,20240601,PH0062,PR0069,5,439.12,379.91,59.21,Yes,13.48,87.82,Low Margin
S0012516,20240601,PH0069,PR0161,3,63.67,51.8,11.87,No,18.64,21.22,Medium Margin
S0012517,20240601,PH0069,PR0186,12,225.04,146.89,78.15,No,34.73,18.75,High Margin
S0012518,20240601,PH0070,PR0096,12,85.8,59.26,26.54,No,30.93,7.15,High Margin
S0012519,20240601,PH0070,PR0153,10,145.3,85.24,60.06,No,41.34,14.53,High Margin
S0012520,20240601,PH0073,PR0183,8,91.6,65.08,26.52,No,28.95,11.45,Medium Margin
S0012521,20240601,PH0075,PR0045,8,49.55,33.03,16.52,No,33.34,6.19,High Margin
S0012522,20240601,PH0075,PR0066,22,203.5,150.0,53.5,Yes,26.29,9.25,Medium Margin
S0012523,20240601,PH0076,PR0151,5,64.32,43.72,20.6,No,32.03,12.86,High Margin
S0012524,20240601,PH0077,PR0103,14,136.64,98.01,38.63,No,28.27,9.76,Medium Margin
S0012525,20240601,PH0077,PR0112,13,321.75,210.01,111.74,No,34.73,24.75,High Margin
S0012526,20240601,PH0077,PR0172,5,127.1,97.66,29.44,No,23.16,25.42,Medium Margin
S0012527,20240601,PH0078,PR0024,14,257.54,172.95,84.59,No,32.85,18.4,High Margin
S0012528,20240601,PH0078,PR0092,12,816.5,620.41,196.09,No,24.02,68.04,Medium Margin
S0012529,20240601,PH0078,PR0040,4,106.17,72.77,33.4,No,31.46,26.54,High Margin
S0012530,20240601,PH0081,PR0025,5,419.79,296.59,123.2,No,29.35,83.96,Medium Margin
S0012531,20240601,PH0081,PR0167,15,141.28,88.17,53.11,No,37.59,9.42,High Margin
S0012532,20240601,PH0083,PR0095,3,107.47,82.36,25.11,No,23.36,35.82,Medium Margin
S0012533,20240601,PH0087,PR0185,6,77.82,61.75,16.07,No,20.65,12.97,Medium Margin
S0012534,20240601,PH0087,PR0013,15,253.05,172.7,80.35,No,31.75,16.87,High Margin
S0012535,20240601,PH0088,PR0075,2,23.48,19.13,4.35,Yes,18.53,11.74,Medium Margin
S0012536,20240601,PH0090,PR0200,4,31.31,21.72,9.59,No,30.63,7.83,High Margin
S0012537,20240601,PH0093,PR0148,4,248.33,175.34,72.99,No,29.39,62.08,Medium Margin
S0012538,20240601,PH0095,PR0075,19,286.08,213.0,73.08,No,25.55,15.06,Medium Margin
S0012539,20240601,PH0103,PR0150,1,81.63,64.31,17.32,No,21.22,81.63,Medium Margin
S0012540,20240601,PH0103,PR0144,11,252.37,168.6,83.77,No,33.19,22.94,High Margin
S0012541,20240601,PH0103,PR0148,1,70.18,52.31,17.87,No,25.46,70.18,Medium Margin
S0012542,20240601,PH0104,PR0179,4,41.61,31.94,9.67,No,23.24,10.4,Medium Margin
S0012543,20240601,PH0104,PR0092,6,408.25,316.24,92.01,No,22.54,68.04,Medium Margin
S0012544,20240601,PH0107,PR0108,2,22.46,19.95,2.51,Yes,11.18,11.23,Low Margin
S0012545,20240601,PH0108,PR0096,6,44.19,31.12,13.07,No,29.58,7.36,Medium Margin
S0012546,20240601,PH0110,PR0060,1,78.01,63.44,14.57,No,18.68,78.01,Medium Margin
S0012547,20240601,PH0113,PR0179,2,21.21,16.43,4.78,No,22.54,10.6,Medium Margin
S0012548,20240601,PH0117,PR0214,8,111.2,71.68,39.52,No,35.54,13.9,High Margin
S0012549,20240601,PH0117,PR0064,12,188.48,148.88,39.6,Yes,21.01,15.71,Medium Margin
S0012550,20240602,PH0004,PR0158,4,62.28,39.97,22.31,No,35.82,15.57,High Margin
S0012551,20240602,PH0004,PR0169,2,54.27,38.05,16.22,No,29.89,27.14,Medium Margin
S0012552,20240602,PH0005,PR0200,10,59.28,39.44,19.84,No,33.47,5.93,High Margin
S0012553,20240602,PH0006,PR0108,3,40.35,31.42,8.93,No,22.13,13.45,Medium Margin
S0012554,20240602,PH0007,PR0003,8,112.73,85.37,27.36,No,24.27,14.09,Medium Margin
S0012555,20240602,PH0007,PR0187,6,105.53,72.18,33.35,No,31.6,17.59,High Margin
S0012556,20240602,PH0009,PR0199,2,111.28,84.13,27.15,No,24.4,55.64,Medium Margin
S0012557,20240602,PH0010,PR0049,12,542.75,500.91,41.84,Yes,7.71,45.23,Low Margin
S0012558,20240602,PH0013,PR0118,4,278.0,201.65,76.35,No,27.46,69.5,Medium Margin
S0012559,20240602,PH0014,PR0022,1,25.02,18.19,6.83,No,27.3,25.02,Medium Margin
S0012560,20240602,PH0017,PR0118,2,139.0,101.76,37.24,No,26.79,69.5,Medium Margin
S0012561,20240602,PH0017,PR0028,1,16.66,11.18,5.48,No,32.89,16.66,High Margin
S0012562,20240602,PH0021,PR0011,22,247.1,163.0,84.1,No,34.03,11.23,High Margin
S0012563,20240602,PH0023,PR0157,11,283.58,188.31,95.27,No,33.6,25.78,High Margin
S0012564,20240602,PH0023,PR0062,4,224.95,201.33,23.62,Yes,10.5,56.24,Low Margin
S0012565,20240602,PH0023,PR0097,6,64.67,44.01,20.66,No,31.95,10.78,High Margin
S0012566,20240602,PH0024,PR0200,21,159.6,108.81,50.79,No,31.82,7.6,High Margin
S0012567,20240602,PH0024,PR0160,1,10.59,7.98,2.61,No,24.65,10.59,Medium Margin
S0012568,20240602,PH0026,PR0193,8,143.87,118.65,25.22,Yes,17.53,17.98,Medium Margin
S0012569,20240602,PH0027,PR0095,6,217.03,163.48,53.55,No,24.67,36.17,Medium Margin
S0012570,20240602,PH0029,PR0072,4,116.89,69.7,47.19,No,40.37,29.22,High Margin
S0012571,20240602,PH0034,PR0026,3,68.63,43.25,25.38,No,36.98,22.88,High Margin
S0012572,20240602,PH0035,PR0005,6,78.88,55.32,23.56,No,29.87,13.15,Medium Margin
S0012573,20240602,PH0035,PR0209,11,409.05,330.91,78.14,No,19.1,37.19,Medium Margin
S0012574,20240602,PH0037,PR0140,12,298.75,186.08,112.67,No,37.71,24.9,High Margin
S0012575,20240602,PH0037,PR0209,12,509.29,419.82,89.47,No,17.57,42.44,Medium Margin
S0012576,20240602,PH0037,PR0016,7,95.11,64.9,30.21,No,31.76,13.59,High Margin
S0012577,20240602,PH0039,PR0049,4,212.84,166.01,46.83,No,22.0,53.21,Medium Margin
S0012578,20240602,PH0043,PR0007,5,89.46,57.35,32.11,No,35.89,17.89,High Margin
S0012579,20240602,PH0044,PR0166,12,160.06,113.55,46.51,No,29.06,13.34,Medium Margin
S0012580,20240602,PH0044,PR0210,10,326.51,197.2,129.31,No,39.6,32.65,High Margin
S0012581,20240602,PH0051,PR0077,8,56.35,43.04,13.31,No,23.62,7.04,Medium Margin
S0012582,20240602,PH0051,PR0053,13,89.23,63.6,25.63,No,28.72,6.86,Medium Margin
S0012583,20240602,PH0056,PR0198,25,264.1,165.87,98.23,No,37.19,10.56,High Margin
S0012584,20240602,PH0058,PR0024,18,347.2,227.03,120.17,No,34.61,19.29,High Margin
S0012585,20240602,PH0059,PR0213,11,320.65,220.76,99.89,No,31.15,29.15,High Margin
S0012586,20240602,PH0059,PR0058,3,36.72,25.43,11.29,No,30.75,12.24,High Margin
S0012587,20240602,PH0062,PR0003,8,101.99,77.25,24.74,No,24.26,12.75,Medium Margin
S0012588,20240602,PH0064,PR0114,2,35.42,23.63,11.79,Yes,33.29,17.71,High Margin
S0012589,20240602,PH0067,PR0065,4,38.02,25.89,12.13,No,31.9,9.51,High Margin
S0012590,20240602,PH0071,PR0122,3,288.56,200.67,87.89,No,30.46,96.19,High Margin
S0012591,20240602,PH0074,PR0092,4,222.53,201.04,21.49,Yes,9.66,55.63,Low Margin
S0012592,20240602,PH0075,PR0008,1,60.12,46.39,13.73,No,22.84,60.12,Medium Margin
S0012593,20240602,PH0075,PR0164,9,111.32,72.23,39.09,No,35.11,12.37,High Margin
S0012594,20240602,PH0079,PR0155,22,231.6,208.44,23.16,Yes,10.0,10.53,Low Margin
S0012595,20240602,PH0082,PR0197,3,64.98,43.42,21.56,No,33.18,21.66,High Margin
S0012596,20240602,PH0083,PR0045,5,30.51,23.85,6.66,Yes,21.83,6.1,Medium Margin
S0012597,20240602,PH0083,PR0095,6,214.94,160.92,54.02,No,25.13,35.82,Medium Margin
S0012598,20240602,PH0085,PR0078,7,152.82,103.2,49.62,No,32.47,21.83,High Margin
S0012599,20240602,PH0085,PR0054,12,107.84,74.81,33.03,No,30.63,8.99,High Margin
S0012600,20240602,PH0086,PR0022,2,50.04,35.79,14.25,No,28.48,25.02,Medium Margin
S0012601,20240602,PH0088,PR0144,9,182.66,118.04,64.62,No,35.38,20.3,High Margin
S0012602,20240602,PH0088,PR0211,2,46.79,36.37,10.42,No,22.27,23.4,Medium Margin
S0012603,20240602,PH0090,PR0213,1,30.02,20.42,9.6,No,31.98,30.02,High Margin
S0012604,20240602,PH0091,PR0025,12,988.31,712.56,275.75,No,27.9,82.36,Medium Margin
S0012605,20240602,PH0094,PR0149,22,123.9,92.56,31.34,No,25.29,5.63,Medium Margin
S0012606,20240602,PH0094,PR0111,1,23.08,18.28,4.8,No,20.8,23.08,Medium Margin
S0012607,20240602,PH0094,PR0043,5,50.43,34.7,15.73,No,31.19,10.09,High Margin
S0012608,20240602,PH0094,PR0061,4,8.99,6.17,2.82,No,31.37,2.25,High Margin
S0012609,20240602,PH0096,PR0219,5,207.77,169.44,38.33,Yes,18.45,41.55,Medium Margin
S0012610,20240602,PH0096,PR0142,4,264.28,206.16,58.12,No,21.99,66.07,Medium Margin
S0012611,20240602,PH0098,PR0132,4,42.83,29.44,13.39,No,31.26,10.71,High Margin
S0012612,20240602,PH0100,PR0166,11,142.45,102.1,40.35,No,28.33,12.95,Medium Margin
S0012613,20240602,PH0101,PR0131,3,80.2,58.03,22.17,No,27.64,26.73,Medium Margin
S0012614,20240602,PH0101,PR0174,12,111.89,79.32,32.57,No,29.11,9.32,Medium Margin
S0012615,20240602,PH0103,PR0032,2,59.3,43.35,15.95,No,26.9,29.65,Medium Margin
S0012616,20240602,PH0104,PR0135,6,131.32,88.23,43.09,No,32.81,21.89,High Margin
S0012617,20240602,PH0105,PR0127,8,73.83,59.58,14.25,Yes,19.3,9.23,Medium Margin
S0012618,20240602,PH0106,PR0034,10,120.85,82.11,38.74,No,32.06,12.08,High Margin
S0012619,20240602,PH0106,PR0181,7,263.28,207.64,55.64,No,21.13,37.61,Medium Margin
S0012620,20240602,PH0107,PR0145,5,341.61,292.98,48.63,Yes,14.24,68.32,Low Margin
S0012621,20240602,PH0107,PR0034,5,54.67,37.86,16.81,No,30.75,10.93,High Margin
S0012622,20240602,PH0108,PR0025,1,82.36,60.12,22.24,No,27.0,82.36,Medium Margin
S0012623,20240602,PH0109,PR0034,22,216.79,168.75,48.04,Yes,22.16,9.85,Medium Margin
S0012624,20240602,PH0117,PR0070,7,44.72,29.52,15.2,No,33.99,6.39,High Margin
S0012625,20240602,PH0119,PR0148,3,218.64,157.28,61.36,No,28.06,72.88,Medium Margin
S0012626,20240602,PH0120,PR0130,13,177.1,115.72,61.38,No,34.66,13.62,High Margin
S0012627,20240603,PH0004,PR0081,2,25.76,17.49,8.27,No,32.1,12.88,High Margin
S0012628,20240603,PH0005,PR0125,10,212.39,135.92,76.47,No,36.0,21.24,High Margin
S0012629,20240603,PH0006,PR0015,3,123.95,94.76,29.19,No,23.55,41.32,Medium Margin
S0012630,20240603,PH0007,PR0012,1,55.93,44.89,11.04,No,19.74,55.93,Medium Margin
S0012631,20240603,PH0009,PR0066,7,80.48,51.21,29.27,No,36.37,11.5,High Margin
S0012632,20240603,PH0010,PR0055,7,575.07,456.01,119.06,No,20.7,82.15,Medium Margin
S0012633,20240603,PH0010,PR0218,8,141.23,106.08,35.15,No,24.89,17.65,Medium Margin
S0012634,20240603,PH0010,PR0209,4,166.53,136.67,29.86,No,17.93,41.63,Medium Margin
S0012635,20240603,PH0010,PR0207,14,110.89,76.0,34.89,No,31.46,7.92,High Margin
S0012636,20240603,PH0014,PR0054,2,19.87,13.54,6.33,No,31.86,9.94,High Margin
S0012637,20240603,PH0014,PR0096,5,37.54,25.85,11.69,No,31.14,7.51,High Margin
S0012638,20240603,PH0014,PR0099,12,310.34,207.15,103.19,No,33.25,25.86,High Margin
S0012639,20240603,PH0015,PR0136,13,146.11,119.26,26.85,Yes,18.38,11.24,Medium Margin
S0012640,20240603,PH0015,PR0037,9,37.8,25.46,12.34,No,32.65,4.2,High Margin
S0012641,20240603,PH0018,PR0199,3,146.25,114.49,31.76,No,21.72,48.75,Medium Margin
S0012642,20240603,PH0018,PR0025,2,147.13,104.49,42.64,No,28.98,73.56,Medium Margin
S0012643,20240603,PH0023,PR0099,8,212.8,143.8,69.0,No,32.42,26.6,High Margin
S0012644,20240603,PH0024,PR0077,12,108.36,80.72,27.64,No,25.51,9.03,Medium Margin
S0012645,20240603,PH0025,PR0116,4,59.87,43.27,16.6,No,27.73,14.97,Medium Margin
S0012646,20240603,PH0026,PR0142,3,182.35,136.85,45.5,No,24.95,60.78,Medium Margin
S0012647,20240603,PH0033,PR0139,15,140.79,92.98,47.81,No,33.96,9.39,High Margin
S0012648,20240603,PH0034,PR0113,8,47.18,37.14,10.04,Yes,21.28,5.9,Medium Margin
S0012649,20240603,PH0036,PR0096,6,39.47,27.48,11.99,No,30.38,6.58,High Margin
S0012650,20240603,PH0037,PR0136,15,215.3,145.64,69.66,No,32.35,14.35,High Margin
S0012651,20240603,PH0038,PR0163,3,320.19,247.39,72.8,Yes,22.74,106.73,Medium Margin
S0012652,20240603,PH0041,PR0039,7,140.39,99.59,40.8,Yes,29.06,20.06,Medium Margin
S0012653,20240603,PH0042,PR0079,7,102.97,75.96,27.01,No,26.23,14.71,Medium Margin
S0012654,20240603,PH0044,PR0142,2,136.1,103.02,33.08,No,24.31,68.05,Medium Margin
S0012655,20240603,PH0045,PR0048,5,63.05,45.24,17.81,No,28.25,12.61,Medium Margin
S0012656,20240603,PH0048,PR0216,2,134.76,98.87,35.89,No,26.63,67.38,Medium Margin
S0012657,20240603,PH0049,PR0034,4,35.91,23.61,12.3,No,34.25,8.98,High Margin
S0012658,20240603,PH0050,PR0195,8,111.87,79.88,31.99,Yes,28.6,13.98,Medium Margin
S0012659,20240603,PH0051,PR0204,4,29.14,19.4,9.74,No,33.42,7.28,High Margin
S0012660,20240603,PH0051,PR0093,7,72.42,55.4,17.02,Yes,23.5,10.35,Medium Margin
S0012661,20240603,PH0052,PR0068,10,125.56,92.34,33.22,No,26.46,12.56,Medium Margin
S0012662,20240603,PH0053,PR0013,8,141.71,96.42,45.29,No,31.96,17.71,High Margin
S0012663,20240603,PH0053,PR0067,9,182.2,132.81,49.39,No,27.11,20.24,Medium Margin
S0012664,20240603,PH0053,PR0063,12,51.28,32.86,18.42,No,35.92,4.27,High Margin
S0012665,20240603,PH0054,PR0138,1,26.84,23.72,3.12,Yes,11.62,26.84,Low Margin
S0012666,20240603,PH0055,PR0161,12,281.48,223.62,57.86,No,20.56,23.46,Medium Margin
S0012667,20240603,PH0061,PR0187,14,222.78,147.66,75.12,No,33.72,15.91,High Margin
S0012668,20240603,PH0063,PR0145,8,664.27,517.3,146.97,No,22.13,83.03,Medium Margin
S0012669,20240603,PH0064,PR0180,2,97.95,73.39,24.56,No,25.07,48.98,Medium Margin
S0012670,20240603,PH0065,PR0157,5,109.8,76.53,33.27,No,30.3,21.96,High Margin
S0012671,20240603,PH0065,PR0108,1,13.45,10.3,3.15,No,23.42,13.45,Medium Margin
S0012672,20240603,PH0066,PR0145,5,415.17,324.26,90.91,No,21.9,83.03,Medium Margin
S0012673,20240603,PH0066,PR0046,3,12.92,8.0,4.92,No,38.08,4.31,High Margin
S0012674,20240603,PH0066,PR0182,7,45.94,30.33,15.61,No,33.98,6.56,High Margin
S0012675,20240603,PH0071,PR0149,10,68.59,49.96,18.63,No,27.16,6.86,Medium Margin
S0012676,20240603,PH0072,PR0043,6,70.62,55.48,15.14,Yes,21.44,11.77,Medium Margin
S0012677,20240603,PH0072,PR0107,10,109.6,68.89,40.71,No,37.14,10.96,High Margin
S0012678,20240603,PH0073,PR0133,10,212.2,136.7,75.5,No,35.58,21.22,High Margin
S0012679,20240603,PH0075,PR0183,5,49.5,36.78,12.72,Yes,25.7,9.9,Medium Margin
S0012680,20240603,PH0075,PR0022,4,90.55,64.1,26.45,No,29.21,22.64,Medium Margin
S0012681,20240603,PH0076,PR0217,8,94.02,58.36,35.66,No,37.93,11.75,High Margin
S0012682,20240603,PH0078,PR0165,18,129.41,83.23,46.18,No,35.69,7.19,High Margin
